index,title,temp,time,summary,link
1,,Germany Daily Life,1분전,A blackbird sits between barbed wire on the wall of the prison in Frank …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839940
2,,광명동굴 또 코로나19 직격탄…무기 임시휴장,1분전,[광명=파이낸셜뉴스 강근주 기자] 광명도시공사는 정부가 수도권 방역강화 조치를 무기한 연장하자 이에 발맞춰 5월29일부터 휴장  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=014&aid=0004443847
3,,BRITAIN HEALTH CORONAVIRUS,1분전,Retail stores re-open across UK after three months of lockdown A view o …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068265
4,,"한전KDN, 2020년 상반기 신입사원 채용 진행",1분전,지난 13일 진행된 필기시험 현장 사진. 한전KDN 제공 한전KDN(사장 박성철)은 지난 13일 서울 구암중학교에서 상반기 신입 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=082&aid=0001009519
5,,FRANCE POLICE PROTEST,2분전,French police demonstration in Paris French Police officers gather in f …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068264
6,,FRANCE POLICE PROTEST,2분전,French police demonstration in Paris French Police officers gather in f …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068263
7,,USA WASHINGTON WHITE HOUSE KUDLOW,2분전,Director of the National Economic Council Larry Kudlow Speaks to the Me …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068262
8,,"독일정부, '미국 눈독' 백신업체 큐어백 지분 인수",2분전,독일 정부가 미국 측으로부터의 인수 시도 의혹이 일었던 백신 기업 큐어백의 지분 상당부분을 인수했다. 15일(현지시간) 현지언론 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475121
9,,"'올림픽 취소 공약' 야마모토 다로, 도쿄도지사 출마 선언",2분전,배우 출신의 좌파 정치인으로 일본 정계에서 ‘풍운아’로 불리는 야마모토 다로(46) 레이와신센구미 대표가 도쿄올림픽 취소를 내세 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475120
10,,Music Americana Awards,3분전,"Brandi Carlile FILE - In this Oct. 25, 2019 file photo, Brandi Carlile  …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839939
11,,USA WASHINGTON WHITE HOUSE KUDLOW,6분전,Director of the National Economic Council Larry Kudlow Speaks to the Me …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068258
12,,USA WASHINGTON WHITE HOUSE KUDLOW,6분전,Director of the National Economic Council Larry Kudlow Speaks to the Me …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068257
13,,BRITAIN HEALTH CORONAVIRUS,6분전,Retail stores re-open across UK after three months of lockdown Shoppers …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068256
14,,USA WASHINGTON WHITE HOUSE KUDLOW,6분전,Director of the National Economic Council Larry Kudlow Speaks to the Me …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068255
15,,베이징 감염 ‘유럽발’ 주장하더니…中 “연어 수입 중단”,6분전,중국의 신종 코로나바이러스 감염증(코로나19)이 수도 베이징의 신파디 농수산물도매시장을 중심으로 다시 번지는 가운데 당국이 유럽 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=005&aid=0001332024
16,,USA WASHINGTON WHITE HOUSE KUDLOW,7분전,Director of the National Economic Council Larry Kudlow Speaks to the Me …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068254
17,,USA WASHINGTON WHITE HOUSE KUDLOW,7분전,Director of the National Economic Council Larry Kudlow Speaks to the Me …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068253
18,,USA WASHINGTON WHITE HOUSE KUDLOW,7분전,Director of the National Economic Council Larry Kudlow Speaks to the Me …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068252
19,,USA WASHINGTON WHITE HOUSE KUDLOW,7분전,Director of the National Economic Council Larry Kudlow Speaks to the Me …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068251
20,,USA WASHINGTON WHITE HOUSE KUDLOW,7분전,Director of the National Economic Council Larry Kudlow Speaks to the Me …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068250
21,,HUNGARY ECONOMY PANDEMIC CORONAVIRUS COVID19,9분전,Hungarian Prime Minister Viktor Orban visits Audi Hungaria Kft plant Hu …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068240
22,,ITALY SOCCER SUMMER CAMP,9분전,Sports summer camp of USD Baiardo A youngster drops his protective mask …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068239
23,,HUNGARY ECONOMY PANDEMIC CORONAVIRUS COVID19,9분전,Production at Audi Hungaria Kft plant A worker works on the assembly li …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068238
24,,HUNGARY ECONOMY PANDEMIC CORONAVIRUS COVID19,9분전,Production at Audi Hungaria Kft plant Workers work on the assembly line …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068237
25,,HUNGARY ECONOMY PANDEMIC CORONAVIRUS COVID19,9분전,Hungarian Prime Minister Viktor Orban visits Audi Hungaria Kft plant Hu …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068236
26,,"과기부-NIA, '디지털 포용 콘퍼런스' 온라인 생중계",9분전,‘디지털 포용 콘퍼런스’ 포스터. 한국정보화진흥원 제공 과학기술정보통신부와 한국정보화진흥원(NIA)은 16일부터 3주 동안 매주 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=082&aid=0001009518
27,,광주형 일자리 본격 추진…제1호 상생형 지역 일자리 선정,9분전,성윤모 산업통상자원부 장관(왼쪽 여섯 번째)이 15일 오후 세종시 정부세종청사에서 열린 제1차 상생형 지역일자리 심의위원회에서  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=082&aid=0001009517
28,,HUNGARY ECONOMY PANDEMIC CORONAVIRUS COVID19,10분전,Production at Audi Hungaria Kft plant The bodywork of a car is seen on  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068235
29,,HUNGARY ECONOMY PANDEMIC CORONAVIRUS COVID19,10분전,Production at Audi Hungaria Kft plant Workers work on the assembly line …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068234
30,,HUNGARY ECONOMY PANDEMIC CORONAVIRUS COVID19,10분전,Production at Audi Hungaria Kft plant A worker walks past the assembly  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068233
31,,BOSNIA PANDEMIC CORONAVIRUS COVID19,12분전,Coronavirus in Bosnia A health worker checks the temperature of a man o …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068225
32,,BRITAIN HEALTH CORONAVIRUS,12분전,Retail stores re-open across UK after three months of lockdown A re-ope …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068224
33,,France Soccer PSG Departures,12분전,"FILE - In this Jan. 15, 2019 file photo, PSG's Thiago Silva points his  …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839934
34,,BOSNIA PANDEMIC CORONAVIRUS COVID19,12분전,Coronavirus in Bosnia A health worker checks the temperature of a woman …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068223
35,,BRITAIN HEALTH CORONAVIRUS,12분전,Retail stores re-open across UK after three months of lockdown Customer …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068222
36,,BOSNIA PANDEMIC CORONAVIRUS COVID19,12분전,Coronavirus in Bosnia A medical staff attends to a woman arriving for c …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068221
37,,Yemen Fuel Shortage,12분전,A Yemeni attendant wearing personal protective equipment pumps fuel int …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839933
38,,BRITAIN HEALTH CORONAVIRUS,13분전,Retail stores re-open across UK after three months of lockdown Shoppers …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068220
39,,ITALY PANDEMIC CORONAVIRUS COVID 19,13분전,Coronavirus in Italy In accordance with the rules of hygiene and social …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068219
40,,ITALY SOCCER SUMMER CAMP,13분전,Sports summer camp of USD Baiardo Youngsters in protective masks prepar …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068218
41,,ITALY PANDEMIC CORONAVIRUS COVID 19,14분전,Coronavirus in Italy In accordance with the rules of hygiene and social …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068208
42,,ITALY PANDEMIC CORONAVIRUS COVID 19,14분전,Coronavirus in Italy In accordance with the rules of hygiene and social …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068207
43,,ITALY PANDEMIC CORONAVIRUS COVID 19,14분전,Coronavirus in Italy In accordance with the rules of hygiene and social …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068206
44,,ITALY PANDEMIC CORONAVIRUS COVID 19,14분전,Coronavirus in Italy In accordance with the rules of hygiene and social …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068205
45,,Hong Kong Protests,15분전,Mourners pay respect on the site to mark the one year anniversary where …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839931
46,,ITALY PANDEMIC CORONAVIRUS COVID 19,15분전,Coronavirus in Italy In accordance with the rules of hygiene and social …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068204
47,,Iraq Islamic State,15분전,"FILE - In this May 17, 2016, file photo, Sirwan Jalal, Director of Mass …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839930
48,,Yemen Fuel Shortage,15분전,A Yemeni attendant wearing personal protective equipment holds a fuel n …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839929
49,,Virus Outbreak Italy Reopening,15분전,People watch a sign urging to keep social distancing as they sit in a c …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839928
50,,"뉴욕증시, 코로나19 2차 유행 공포 하락 출발",15분전,뉴욕증시에서 주요 지수는 15일 코로나19의 재유행 우려가 커진 여파로 하락 출발했습니다. 현지시간 오전 10시 12분 현재 뉴 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=052&aid=0001452959
51,,TURKEY PANDEMIC CORONAVIRUS COVID19,17분전,Covid-19 antibody testing program in Turkey Medical workers in protecti …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068193
52,,ITALY PANDEMIC CORONAVIRUS COVID 19,17분전,Coronavirus in Italy In accordance with the rules of hygiene and social …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068192
53,,ITALY SOCCER SUMMER CAMP,17분전,Sports summer camp of USD Baiardo A youngster takes a shot at goal duri …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068191
54,,FRANCE TRIALS KARACHI AFFAIR,17분전,Verdict day of the 'Karachi' trial in Paris Former presidential advisor …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068190
55,,TURKEY PANDEMIC CORONAVIRUS COVID19,17분전,Covid-19 antibody testing program in Turkey Medical worker in protectiv …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068189
56,,TURKEY PANDEMIC CORONAVIRUS COVID19,17분전,Covid-19 antibody testing program in Turkey Medical workers in protecti …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068188
57,,TURKEY PANDEMIC CORONAVIRUS COVID19,17분전,Covid-19 antibody testing program in Turkey Medical workers in protecti …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068187
58,,TURKEY PANDEMIC CORONAVIRUS COVID19,18분전,Covid-19 antibody testing program in Turkey Medical workers in protecti …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068186
59,,TURKEY PANDEMIC CORONAVIRUS COVID19,18분전,Covid-19 antibody testing program in Turkey A medical worker in protect …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068185
60,,USA ATLANTA MARCH ON GEORGIA,18분전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068184
61,,USA WASHINGTON GRAFFITI LAFAYETTE PARK,20분전,Graffiti on the base of the Andrew Jackson statue in Lafayette Park nea …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068174
62,,USA WASHINGTON GRAFFITI LAFAYETTE PARK,20분전,Graffiti on the base of the Andrew Jackson statue in Lafayette Park nea …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068173
63,,NETHERLANDS ROYALS POLICE,20분전,Dutch King meets with police officials in Leiden King Willem-Alexander  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068172
64,,NETHERLANDS ROYALS POLICE,20분전,Dutch King meets with police officials in Leiden King Willem-Alexander  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068171
65,,"코로나, 세계확진자 주간 증가율 0.5%p 씩 떨어져",20분전,[서울=뉴시스] 김재영 기자 = 미국 일부 주와 중국 등에서 코로나 19 재확산이 우려돼 세계 주식시장이 하락세를 면치 못하고  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916263
66,,USA WASHINGTON GRAFFITI LAFAYETTE PARK,21분전,Graffiti on the base of the Andrew Jackson statue in Lafayette Park nea …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068170
67,,USA WASHINGTON GRAFFITI LAFAYETTE PARK,21분전,Graffiti on the base of the Andrew Jackson statue in Lafayette Park nea …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068169
68,,USA WASHINGTON GRAFFITI LAFAYETTE PARK,21분전,Graffiti on the base of the Andrew Jackson statue in Lafayette Park nea …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068168
69,,USA WASHINGTON GRAFFITI LAFAYETTE PARK,21분전,Graffiti on the base of the Andrew Jackson statue in Lafayette Park nea …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068167
70,,USA WASHINGTON GRAFFITI LAFAYETTE PARK,22분전,Graffiti on the base of the Andrew Jackson statue in Lafayette Park nea …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068166
71,,Yemen Fuel Shortage,26분전,A Yemeni attendant wearing personal protective equipment holds a fuel n …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839927
72,,Iraq-Islamic State,26분전,"FILE - In this April 3, 2015 file photo, an Iraqi man prays for his sla …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839926
73,,BRITAIN ECONOMY PANDEMIC CORONAVIRUS,26분전,Retail stores re-open across UK after months of lockdown A man cleans a …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068160
74,,BRITAIN ECONOMY PANDEMIC CORONAVIRUS,26분전,Retail stores re-open across UK after months of lockdown Shoppers in Ox …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068159
75,,"中 중앙정부, 홍콩보안법 중대사건 사법권 직접 행사한다",26분전,"""中 정보기관, 홍콩 정부 감독하고 이끌 것"" '국가안전위원회' 설립돼 캐리 람, 직접 관장 가능성 (홍콩=연합뉴스) 안승섭 특 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=001&aid=0011680096
76,,"김홍걸, 상속 분쟁 중인 DJ 동교동 사저, 국가문화재 신청",26분전,김홍걸 더불어민주당 의원이 형제간 상속 분쟁을 벌이고 있는 아버지 고(故) 김대중 전 대통령의 서울 동교동 사저를 ‘국가문화재’ …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=025&aid=0003009315
77,,"美, 태평양에 3개 항모 동시 투입…'북핵 위기' 후 3년만",27분전,[머니투데이 뉴욕=이상배 특파원] 미국이 북한의 핵 위협으로 '북폭설'이 제기되던 2017년 이후 3년 만에 처음으로 항공모함  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=008&aid=0004425281
78,,Yemen Fuel Shortage,27분전,A Yemeni attendant wearing personal protective equipment pumps fuel int …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839925
79,,BRITAIN ECONOMY PANDEMIC CORONAVIRUS,27분전,Retail stores re-open across UK after months of lockdown Shoppers in Ox …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068158
80,,BRITAIN ECONOMY PANDEMIC CORONAVIRUS,27분전,Retail stores re-open across UK after months of lockdown Shoppers in Ox …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068157
81,,Hong Kong Protests,29분전,Mourners lay flowers as they pay respect on the site to mark the one ye …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839923
82,,ITALY PANDEMIC COVID19 CORONAVIRUS,29분전,Schools prepare for final exams in Italy A staff member sanitizes a cla …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068149
83,,ITALY PANDEMIC COVID19 CORONAVIRUS,29분전,Schools prepare for final exams in Italy A staff member sanitizes a cla …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068148
84,,ITALY PANDEMIC CORONAVIRUS COVID19,29분전,Coronavirus in Italy Children wearing face masks play recreational acti …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068147
85,,ITALY PANDEMIC CORONAVIRUS COVID19,29분전,Coronavirus in Italy Children wearing face masks play recreational acti …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068146
86,,ITALY PANDEMIC CORONAVIRUS COVID19,29분전,Coronavirus in Italy Children wearing face masks play recreational acti …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068145
87,,Hong Kong Protests,29분전,Mourners lay flowers as they pay respect on the site to mark the one ye …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839922
88,,ITALY PANDEMIC COVID19 CORONAVIRUS,29분전,Schools prepare for final exams in Italy A staff member prepares signs  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068144
89,,ITALY PANDEMIC CORONAVIRUS COVID19,29분전,Coronavirus in Italy Children wearing face masks play recreational acti …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068143
90,,ITALY PANDEMIC COVID19 CORONAVIRUS,29분전,Schools prepare for final exams in Italy A staff member sanitizes a cla …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068142
91,,"경찰, 80대 노모 병원에 방치하고 폭언·욕설한 50대 아들 입건",30분전,80대 노모를 응급실에 방치하고 폭언한 50대 아들이 병원에 고소당했다. 15일 혜화경찰서는 응급의료에 관한 법률 위반 혐의로  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=025&aid=0003009314
92,,"이탈리아 ""봉쇄 푼 뒤 '2차 유행' 징후 없어""",31분전,[런던=뉴시스] 이지예 기자 = 이탈리아 보건당국은 신종 코로나바이러스 감염증(코로나19) 억제를 위한 봉쇄 조치를 푼 뒤 아직 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916262
93,,[뉴욕개장] 하락세 출발…코로나 재확산 우려,31분전,(서울=뉴스1) 김서연 기자 = 15일(현지시간) 뉴욕증시가 장 초반 하락세다. 로이터통신에 따르면 이날 뉴욕증권거래소(NYSE …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697758
94,,서울 강서구 아파트 1000여가구 8시간째 단수,31분전,"서울 강서구의 한 아파트 단지 1,000여 가구에 오늘 오후 2시 반부터 수도 공급이 끊겨 8시간 넘게 주민들이 불편을 겪고 있 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=056&aid=0010853000
95,,ITALY STATES GENERAL OF THE ECONOMY,33분전,States General of the Economy in Rome A woman with her child passes by  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068135
96,,ITALY STATES GENERAL OF THE ECONOMY,33분전,States General of the Economy in Rome A man running with his dog passes …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068134
97,,INDONESIA PANDEMIC CORONAVIRUS COVID19,33분전,Amusement park prepare to reopen amid easing of coronavirus restriction …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068133
98,,ITALY STATES GENERAL OF THE ECONOMY,33분전,"States General of the Economy in Rome Rocco Casalino, Italian PM Giusep …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068132
99,,미 스크립스연구소 최혜련 교수,33분전,(워싱턴=연합뉴스) 류지복 특파원 = 재미 한인 여성 과학자인 최혜련 스크립스연구소 교수가 신종 코로나바이러스의 변종인 'D61 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=001&aid=0011680095
100,,"베이징 집단감염이 연어 탓?…“중, 유럽산 수입 중단”",33분전,[스포츠경향] 최근 중국 베이징 최대 농수산물 도매시장에서 신종 코로나바이러스 감염증(코로나19) 집단감염이 발생한 가운데 중국 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=144&aid=0000676459
101,,NETHERLANDS PANDEMIC CORONAVIRUS COVID19 UNIVERSITY,37분전,Dutch higher education centers resume practical lessons after coronavir …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068123
102,,USA ATLANTA MARCH ON GEORGIA,37분전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068122
103,,NETHERLANDS PANDEMIC CORONAVIRUS COVID19 UNIVERSITY,37분전,Dutch higher education centers resume practical lessons after coronavir …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068121
104,,USA ATLANTA MARCH ON GEORGIA,37분전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068120
105,,USA ATLANTA MARCH ON GEORGIA,37분전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068119
106,,"국군지휘통신사령부 용역업체 30대 女직원, 코로나 확진",37분전,경기도 과천시에 위치한 국군지휘통신사령부에서 근무하는 용역업체 직원이 코로나바이러스 감염증에 감염됐다. 15일 국방부에 따르면  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=366&aid=0000539160
107,,"뉴욕증시, 코로나19 2차 유행 공포 하락 출발",37분전,(뉴욕=연합뉴스) 오진우 연합인포맥스 특파원 = 뉴욕증시에서 주요 지수는 15일 신종 코로나바이러스 감염증(코로나19)의 재유행 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=001&aid=0011680094
108,,NETHERLANDS PANDEMIC CORONAVIRUS COVID19 UNIVERSITY,38분전,Dutch higher education centers resume practical lessons after coronavir …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068118
109,,USA ATLANTA MARCH ON GEORGIA,38분전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068117
110,,"'서울역 묻지마 폭행' 30대 남성 구속영장 또 기각…""여성 혐오 범죄 아냐""(종합)",38분전,[아시아경제 정동훈 기자] 서울역에서 일면식도 없는 여성을 폭행하고 도주한 30대 남성에 대한 구속영장이 또다시 기각됐다. 서울 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=277&aid=0004698921
111,,TURKEY IRAN DIPLOMACY,40분전,Iran's Foreign Minister Mohammad Javad Zarif visits Turkey A handout ph …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068115
112,,요동치는 뉴욕증시…코로나19 우려 부각되며 다우 장중 500P대 하락,41분전,[한국경제TV 김주리 기자] 미국 뉴욕증시가 15일(현지시간) 미국내 신종 코로나바이러스 감염증(코로나19) 재확산 조짐에 다시 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=215&aid=0000878629
113,,TURKEY IRAN DIPLOMACY,41분전,Iran's Foreign Minister Mohammad Javad Zarif visits Turkey A handout ph …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068114
114,,"모비스 이어 현대차도 ""중간배당 안한다""",41분전,코로나 불확실성에 현금확보 꾸준한 주주환원정책에 제동 현대모비스에 이어 현대차그룹의 핵심 계열사인 현대차도 올해 중간배당을 하지 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=009&aid=0004595837
115,,FRANCE TRIALS KARACHI AFFAIR,42분전,Verdict day of the 'Karachi' trial in Paris Former Prime Minister Edoua …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068113
116,,[속보] 일본 코로나19 신규 확진 72명…이틀째 70명대,42분전,[서울신문] 일본에서 15일 72명의 신종 코로나바이러스 감염증(코로나19) 확진자가 새로 확인됐다고 NHK가 보도했다. 이에  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=081&aid=0003099206
